periodo,banco,tipo_credito,morosidad_pct
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,4.1924
2024-12,B. Pichincha,Descuentos,100.0
2024-12,B. Interamericano de Finanzas,Descuentos,16.6485
2024-12,Scotiabank Perú,Descuentos,7.9213
2024-12,Interbank,Descuentos,0.0277
2024-12,B. BBVA Perú,Préstamos,5.645
2024-12,BANCOM,Préstamos,60.9433
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,12.8178
2024-12,B. Pichincha,Préstamos,59.1727
2024-12,B. Interamericano de Finanzas,Préstamos,44.6558
2024-12,Scotiabank Perú,Préstamos,13.7536
2024-12,Citibank,Préstamos,0.0
2024-12,Interbank,Préstamos,6.53
2024-12,Mibanco,Préstamos,7.9935
2024-12,B. GNB,Préstamos,14.566
2024-12,B. Falabella Perú,Préstamos,18.442
2024-12,Alfin Banco,Préstamos,2.0798
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2024-12,B. Pichincha,Factoring,100.0
2024-12,B. Interamericano de Finanzas,Factoring,0.0
2024-12,Scotiabank Perú,Factoring,0.0
2024-12,Interbank,Factoring,0.0
2024-12,B. Santander Perú,Factoring,0.0
2024-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,12.7937
2024-12,BANCOM,Arrendamiento financiero y Lease-back,17.634
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,28.0717
2024-12,B. Pichincha,Arrendamiento financiero y Lease-back,70.4195
2024-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,41.8433
2024-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,47.4898
2024-12,Interbank,Arrendamiento financiero y Lease-back,8.7186
2024-12,B. Santander Perú,Arrendamiento financiero y Lease-back,88.2212
2024-12,B. BBVA Perú,Comercio exterior,0.1983
2024-12,BANCOM,Comercio exterior,20.0338
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,19.2566
2024-12,B. Pichincha,Comercio exterior,28.6392
2024-12,B. Interamericano de Finanzas,Comercio exterior,24.7543
2024-12,Scotiabank Perú,Comercio exterior,10.9706
2024-12,Interbank,Comercio exterior,2.081
2024-12,B. BBVA Perú,Otros 1/,5.1377
2024-12,BANCOM,Otros 1/,99.9895
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,96.357
2024-12,B. Pichincha,Otros 1/,72.9078
2024-12,B. Interamericano de Finanzas,Otros 1/,96.2952
2024-12,Scotiabank Perú,Otros 1/,90.7072
2024-12,Interbank,Otros 1/,99.4527
2024-12,B. BBVA Perú,Créditos a microempresas*,7.2473
2024-12,BANCOM,Créditos a microempresas*,40.686
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a microempresas*,12.9223
2024-12,B. Pichincha,Créditos a microempresas*,25.2772
2024-12,B. Interamericano de Finanzas,Créditos a microempresas*,0.6748
2024-12,Scotiabank Perú,Créditos a microempresas*,14.5774
2024-12,Citibank,Créditos a microempresas*,0.0
2024-12,Interbank,Créditos a microempresas*,14.5114
2024-12,Mibanco,Créditos a microempresas*,2.6667
2024-12,B. Falabella Perú,Créditos a microempresas*,28.5993
2024-12,Alfin Banco,Créditos a microempresas*,33.2742
2024-12,B. BBVA Perú,Tarjetas de crédito,9.7932
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,6.1868
2024-12,B. Pichincha,Tarjetas de crédito,40.2928
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,3.437
2024-12,Scotiabank Perú,Tarjetas de crédito,7.0597
2024-12,Citibank,Tarjetas de crédito,0.0
2024-12,Interbank,Tarjetas de crédito,17.0615
2024-12,B. BBVA Perú,Descuentos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,1.3014
2024-12,Scotiabank Perú,Descuentos,100.0
2024-12,Interbank,Descuentos,0.0
2024-12,B. BBVA Perú,Préstamos,4.8986
2024-12,BANCOM,Préstamos,0.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,4.8893
2024-12,B. Pichincha,Préstamos,23.3094
2024-12,B. Interamericano de Finanzas,Préstamos,0.0
2024-12,Scotiabank Perú,Préstamos,9.958
2024-12,Interbank,Préstamos,13.7973
2024-12,Mibanco,Préstamos,2.6667
2024-12,B. Falabella Perú,Préstamos,28.5993
2024-12,Alfin Banco,Préstamos,33.2742
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2024-12,B. Interamericano de Finanzas,Factoring,0.0
2024-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,93.6599
2024-12,BANCOM,Arrendamiento financiero y Lease-back,100.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,98.9979
2024-12,B. Pichincha,Arrendamiento financiero y Lease-back,100.0
2024-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,100.0
2024-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,100.0
2024-12,Interbank,Arrendamiento financiero y Lease-back,100.0
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2024-12,B. BBVA Perú,Otros 1/,9.6137
2024-12,BANCOM,Otros 1/,99.2679
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,88.824
2024-12,B. Pichincha,Otros 1/,93.6051
2024-12,B. Interamericano de Finanzas,Otros 1/,88.3877
2024-12,Scotiabank Perú,Otros 1/,94.0935
2024-12,Interbank,Otros 1/,95.3384
2024-12,B. BBVA Perú,Créditos de consumo,2.8596
2024-12,BANCOM,Créditos de consumo,2.8219
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos de consumo,3.3353
2024-12,B. Pichincha,Créditos de consumo,3.643
2024-12,B. Interamericano de Finanzas,Créditos de consumo,3.2154
2024-12,Scotiabank Perú,Créditos de consumo,3.076
2024-12,Interbank,Créditos de consumo,3.5319
2024-12,Mibanco,Créditos de consumo,3.1793
2024-12,B. GNB,Créditos de consumo,1.2983
2024-12,B. Falabella Perú,Créditos de consumo,3.2414
2024-12,B. Santander Perú,Créditos de consumo,0.4086
2024-12,B. Ripley,Créditos de consumo,3.6662
2024-12,Alfin Banco,Créditos de consumo,5.41
2024-12,B. BBVA Perú,Tarjetas de crédito,3.0523
2024-12,BANCOM,Tarjetas de crédito,7.7893
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,4.6579
2024-12,B. Pichincha,Tarjetas de crédito,4.3106
2024-12,B. Interamericano de Finanzas,Tarjetas de crédito,5.8217
2024-12,Scotiabank Perú,Tarjetas de crédito,4.8516
2024-12,Interbank,Tarjetas de crédito,7.4375
2024-12,B. GNB,Tarjetas de crédito,2.7957
2024-12,B. Falabella Perú,Tarjetas de crédito,3.2185
2024-12,B. Ripley,Tarjetas de crédito,4.2773
2024-12,B. BBVA Perú,Préstamos,2.7922
2024-12,BANCOM,Préstamos,2.8463
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.703
2024-12,B. Pichincha,Préstamos,3.2753
2024-12,B. Interamericano de Finanzas,Préstamos,2.8094
2024-12,Scotiabank Perú,Préstamos,2.6285
2024-12,Interbank,Préstamos,2.583
2024-12,Mibanco,Préstamos,3.1793
2024-12,B. GNB,Préstamos,1.2857
2024-12,B. Falabella Perú,Préstamos,3.2661
2024-12,B. Santander Perú,Préstamos,0.4414
2024-12,B. Ripley,Préstamos,3.1732
2024-12,Alfin Banco,Préstamos,5.41
2024-12,B. Interamericano de Finanzas,Préstamos revolventes,23.5633
2024-12,Scotiabank Perú,Préstamos revolventes,0.0
2024-12,Interbank,Préstamos revolventes,23.7864
2024-12,Mibanco,Préstamos revolventes,0.0048
2024-12,B. BBVA Perú,Préstamos no revolventes,2.7922
2024-12,BANCOM,Préstamos no revolventes,2.8463
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos no revolventes,2.703
2024-12,B. Pichincha,Préstamos no revolventes,3.2753
2024-12,B. Interamericano de Finanzas,Préstamos no revolventes,2.807
2024-12,Scotiabank Perú,Préstamos no revolventes,2.6287
2024-12,Interbank,Préstamos no revolventes,2.5701
2024-12,Mibanco,Préstamos no revolventes,3.4758
2024-12,B. GNB,Préstamos no revolventes,1.2857
2024-12,B. Falabella Perú,Préstamos no revolventes,3.2661
2024-12,B. Santander Perú,Préstamos no revolventes,0.4414
2024-12,B. Ripley,Préstamos no revolventes,3.1732
2024-12,Alfin Banco,Préstamos no revolventes,5.41
2024-12,B. BBVA Perú,Préstamos autos,5.1332
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos autos,1.9484
2024-12,B. Pichincha,Préstamos autos,72.7895
2024-12,B. Interamericano de Finanzas,Préstamos autos,3.4515
2024-12,Scotiabank Perú,Préstamos autos,9.0304
2024-12,Interbank,Préstamos autos,63.0889
2024-12,B. Falabella Perú,Préstamos autos,100.0
2024-12,B. Santander Perú,Préstamos autos,0.4414
2024-12,Alfin Banco,Préstamos autos,0.0712
2024-12,B. BBVA Perú,Otros 1/,98.3066
2024-12,BANCOM,Otros 1/,2.7081
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,41.3279
2024-12,B. Pichincha,Otros 1/,7.2535
2024-12,B. Interamericano de Finanzas,Otros 1/,90.435
2024-12,Scotiabank Perú,Otros 1/,1.8035
2024-12,Interbank,Otros 1/,79.2838
2024-12,B. GNB,Otros 1/,100.0
2024-12,B. Santander Perú,Otros 1/,0.0
2024-12,B. BBVA Perú,Créditos hipotecarios para vivienda,2.0456
2024-12,BANCOM,Créditos hipotecarios para vivienda,5.287
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos hipotecarios para vivienda,2.7566
2024-12,B. Pichincha,Créditos hipotecarios para vivienda,4.8425
2024-12,B. Interamericano de Finanzas,Créditos hipotecarios para vivienda,3.2737
2024-12,Scotiabank Perú,Créditos hipotecarios para vivienda,2.79
2024-12,Interbank,Créditos hipotecarios para vivienda,3.0835
2024-12,Mibanco,Créditos hipotecarios para vivienda,7.0223
2024-12,B. GNB,Créditos hipotecarios para vivienda,6.6061
2024-12,B. Falabella Perú,Créditos hipotecarios para vivienda,0.0
2024-12,B. BBVA Perú,Préstamos,2.0502
2024-12,BANCOM,Préstamos,0.6018
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.4177
2024-12,B. Pichincha,Préstamos,6.2755
2024-12,B. Interamericano de Finanzas,Préstamos,3.164
2024-12,Scotiabank Perú,Préstamos,2.6948
2024-12,Interbank,Préstamos,3.1209
2024-12,Mibanco,Préstamos,7.0203
2024-12,B. GNB,Préstamos,7.6628
2024-12,B. Falabella Perú,Préstamos,0.0
2024-12,B. BBVA Perú,Préstamos Mivivienda,1.9789
2024-12,BANCOM,Préstamos Mivivienda,5.3005
2024-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos Mivivienda,3.9917
2024-12,B. Pichincha,Préstamos Mivivienda,3.9065
2024-12,B. Interamericano de Finanzas,Préstamos Mivivienda,3.6196
2024-12,Scotiabank Perú,Préstamos Mivivienda,4.0172
2024-12,Interbank,Préstamos Mivivienda,2.9268
2024-12,Mibanco,Préstamos Mivivienda,12.5434
2024-12,B. GNB,Préstamos Mivivienda,4.754
2024-12,B. Falabella Perú,Préstamos Mivivienda,0.0
2024-12,B. Pichincha,Otros 1/,0.0
2025-12,B. BBVA Perú,Créditos corporativos,0.1117
2025-12,BANCOM,Créditos corporativos,0.0001
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos corporativos,0.0217
2025-12,B. Pichincha,Créditos corporativos,0.1594
2025-12,B. Interamericano de Finanzas,Créditos corporativos,0.1828
2025-12,Scotiabank Perú,Créditos corporativos,0.0945
2025-12,Citibank,Créditos corporativos,0.0
2025-12,Interbank,Créditos corporativos,0.0043
2025-12,B. GNB,Créditos corporativos,0.5505
2025-12,B. Santander Perú,Créditos corporativos,0.0
2025-12,Alfin Banco,Créditos corporativos,0.0
2025-12,B. ICBC,Créditos corporativos,1.0559
2025-12,Bank of China,Créditos corporativos,0.0
2025-12,B. BCI Perú,Créditos corporativos,0.66
2025-12,B. BBVA Perú,Tarjetas de crédito,0.0039
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.0128
2025-12,B. Pichincha,Tarjetas de crédito,0.0
2025-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0
2025-12,Scotiabank Perú,Tarjetas de crédito,1.6079
2025-12,Citibank,Tarjetas de crédito,0.0
2025-12,Interbank,Tarjetas de crédito,0.0
2025-12,B. BBVA Perú,Descuentos,0.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.0
2025-12,B. Pichincha,Descuentos,0.0
2025-12,B. Interamericano de Finanzas,Descuentos,0.0
2025-12,Scotiabank Perú,Descuentos,0.0
2025-12,Interbank,Descuentos,0.0
2025-12,B. GNB,Descuentos,0.0
2025-12,B. Santander Perú,Descuentos,0.0
2025-12,B. ICBC,Descuentos,0.0
2025-12,B. BBVA Perú,Préstamos,0.0927
2025-12,BANCOM,Préstamos,0.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,0.0294
2025-12,B. Pichincha,Préstamos,0.0
2025-12,B. Interamericano de Finanzas,Préstamos,0.0399
2025-12,Scotiabank Perú,Préstamos,0.1314
2025-12,Citibank,Préstamos,0.0
2025-12,Interbank,Préstamos,0.0057
2025-12,B. GNB,Préstamos,0.7573
2025-12,B. Santander Perú,Préstamos,0.0
2025-12,Alfin Banco,Préstamos,0.0
2025-12,B. ICBC,Préstamos,1.3817
2025-12,Bank of China,Préstamos,0.0
2025-12,B. BCI Perú,Préstamos,0.8079
2025-12,B. BBVA Perú,Factoring,0.0
2025-12,B. Interamericano de Finanzas,Factoring,0.0
2025-12,Scotiabank Perú,Factoring,0.0
2025-12,Citibank,Factoring,0.0
2025-12,Interbank,Factoring,0.0
2025-12,B. Santander Perú,Factoring,0.0
2025-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,0.4546
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.0
2025-12,B. Pichincha,Arrendamiento financiero y Lease-back,0.0
2025-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.0
2025-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.0
2025-12,Interbank,Arrendamiento financiero y Lease-back,0.0
2025-12,B. GNB,Arrendamiento financiero y Lease-back,0.0
2025-12,B. Santander Perú,Arrendamiento financiero y Lease-back,0.0
2025-12,B. ICBC,Arrendamiento financiero y Lease-back,0.0
2025-12,B. BBVA Perú,Comercio exterior,0.0
2025-12,BANCOM,Comercio exterior,0.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2025-12,B. Pichincha,Comercio exterior,0.4867
2025-12,B. Interamericano de Finanzas,Comercio exterior,0.6479
2025-12,Scotiabank Perú,Comercio exterior,0.0
2025-12,Citibank,Comercio exterior,0.0
2025-12,Interbank,Comercio exterior,0.0
2025-12,B. GNB,Comercio exterior,0.0
2025-12,B. Santander Perú,Comercio exterior,0.0
2025-12,B. ICBC,Comercio exterior,0.0
2025-12,B. BCI Perú,Comercio exterior,0.0
2025-12,B. BBVA Perú,Otros 1/,0.143
2025-12,BANCOM,Otros 1/,100.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,0.0057
2025-12,B. Pichincha,Otros 1/,0.0
2025-12,B. Interamericano de Finanzas,Otros 1/,0.0331
2025-12,Scotiabank Perú,Otros 1/,0.4539
2025-12,Citibank,Otros 1/,0.0
2025-12,Interbank,Otros 1/,0.0223
2025-12,B. GNB,Otros 1/,0.0
2025-12,B. Santander Perú,Otros 1/,0.0
2025-12,B. ICBC,Otros 1/,0.0
2025-12,B. BCI Perú,Otros 1/,0.0
2025-12,B. BBVA Perú,Créditos a grandes empresas,3.1264
2025-12,BANCOM,Créditos a grandes empresas,3.1765
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a grandes empresas,1.0194
2025-12,B. Pichincha,Créditos a grandes empresas,3.1504
2025-12,B. Interamericano de Finanzas,Créditos a grandes empresas,2.2404
2025-12,Scotiabank Perú,Créditos a grandes empresas,2.8097
2025-12,Citibank,Créditos a grandes empresas,0.0
2025-12,Interbank,Créditos a grandes empresas,4.0052
2025-12,B. GNB,Créditos a grandes empresas,0.2645
2025-12,B. Santander Perú,Créditos a grandes empresas,1.9873
2025-12,Alfin Banco,Créditos a grandes empresas,3.22
2025-12,B. ICBC,Créditos a grandes empresas,1.8142
2025-12,B. BCI Perú,Créditos a grandes empresas,0.0
2025-12,B. BBVA Perú,Tarjetas de crédito,2.61
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.2817
2025-12,B. Pichincha,Tarjetas de crédito,22.8738
2025-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0736
2025-12,Scotiabank Perú,Tarjetas de crédito,0.8742
2025-12,Citibank,Tarjetas de crédito,0.0
2025-12,Interbank,Tarjetas de crédito,0.0
2025-12,B. BBVA Perú,Descuentos,3.2725
2025-12,BANCOM,Descuentos,68.6202
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.117
2025-12,B. Pichincha,Descuentos,0.1843
2025-12,B. Interamericano de Finanzas,Descuentos,4.0801
2025-12,Scotiabank Perú,Descuentos,1.0373
2025-12,Interbank,Descuentos,0.6267
2025-12,B. GNB,Descuentos,0.0
2025-12,B. Santander Perú,Descuentos,0.0
2025-12,B. BBVA Perú,Préstamos,3.1133
2025-12,BANCOM,Préstamos,3.2799
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,0.5384
2025-12,B. Pichincha,Préstamos,6.2588
2025-12,B. Interamericano de Finanzas,Préstamos,1.5296
2025-12,Scotiabank Perú,Préstamos,3.8304
2025-12,Citibank,Préstamos,0.0
2025-12,Interbank,Préstamos,4.7344
2025-12,B. GNB,Préstamos,0.0
2025-12,B. Santander Perú,Préstamos,2.3162
2025-12,Alfin Banco,Préstamos,3.22
2025-12,B. ICBC,Préstamos,2.7557
2025-12,B. BCI Perú,Préstamos,0.0
2025-12,B. BBVA Perú,Factoring,0.0
2025-12,B. Interamericano de Finanzas,Factoring,0.0
2025-12,Scotiabank Perú,Factoring,0.0
2025-12,Citibank,Factoring,0.0
2025-12,Interbank,Factoring,0.0
2025-12,B. Santander Perú,Factoring,0.0
2025-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,1.6624
2025-12,BANCOM,Arrendamiento financiero y Lease-back,0.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.3275
2025-12,B. Pichincha,Arrendamiento financiero y Lease-back,91.9389
2025-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.6559
2025-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.0202
2025-12,Interbank,Arrendamiento financiero y Lease-back,0.6261
2025-12,B. GNB,Arrendamiento financiero y Lease-back,0.0
2025-12,B. Santander Perú,Arrendamiento financiero y Lease-back,3.0108
2025-12,B. BBVA Perú,Comercio exterior,0.1711
2025-12,BANCOM,Comercio exterior,2.5079
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0081
2025-12,B. Pichincha,Comercio exterior,1.0772
2025-12,B. Interamericano de Finanzas,Comercio exterior,4.1019
2025-12,Scotiabank Perú,Comercio exterior,2.822
2025-12,Citibank,Comercio exterior,0.0
2025-12,Interbank,Comercio exterior,3.0989
2025-12,B. GNB,Comercio exterior,0.8453
2025-12,B. Santander Perú,Comercio exterior,0.1847
2025-12,B. ICBC,Comercio exterior,0.0
2025-12,B. BCI Perú,Comercio exterior,0.0
2025-12,B. BBVA Perú,Otros 1/,14.2171
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,13.2761
2025-12,B. Pichincha,Otros 1/,1.2818
2025-12,B. Interamericano de Finanzas,Otros 1/,11.3024
2025-12,Scotiabank Perú,Otros 1/,0.3166
2025-12,Citibank,Otros 1/,0.0
2025-12,Interbank,Otros 1/,13.0299
2025-12,B. GNB,Otros 1/,0.0
2025-12,B. Santander Perú,Otros 1/,0.0
2025-12,B. ICBC,Otros 1/,0.0
2025-12,B. BCI Perú,Otros 1/,0.0
2025-12,B. BBVA Perú,Créditos a medianas empresas,15.9175
2025-12,BANCOM,Créditos a medianas empresas,7.9404
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a medianas empresas,2.4932
2025-12,B. Pichincha,Créditos a medianas empresas,17.5124
2025-12,B. Interamericano de Finanzas,Créditos a medianas empresas,8.2288
2025-12,Scotiabank Perú,Créditos a medianas empresas,18.4654
2025-12,Citibank,Créditos a medianas empresas,0.0
2025-12,Interbank,Créditos a medianas empresas,7.7637
2025-12,Mibanco,Créditos a medianas empresas,1.5553
2025-12,B. GNB,Créditos a medianas empresas,40.7647
2025-12,B. Falabella Perú,Créditos a medianas empresas,0.0
2025-12,B. Santander Perú,Créditos a medianas empresas,23.8819
2025-12,Alfin Banco,Créditos a medianas empresas,7.0086
2025-12,B. ICBC,Créditos a medianas empresas,0.0
2025-12,B. BBVA Perú,Tarjetas de crédito,34.7966
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,4.0006
2025-12,B. Pichincha,Tarjetas de crédito,17.4838
2025-12,B. Interamericano de Finanzas,Tarjetas de crédito,13.7094
2025-12,Scotiabank Perú,Tarjetas de crédito,7.2728
2025-12,Citibank,Tarjetas de crédito,0.0
2025-12,Interbank,Tarjetas de crédito,21.4171
2025-12,B. BBVA Perú,Descuentos,1.771
2025-12,BANCOM,Descuentos,0.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.4386
2025-12,B. Pichincha,Descuentos,21.403
2025-12,B. Interamericano de Finanzas,Descuentos,6.9063
2025-12,Scotiabank Perú,Descuentos,11.6206
2025-12,Interbank,Descuentos,1.9252
2025-12,B. Santander Perú,Descuentos,28.5053
2025-12,B. BBVA Perú,Préstamos,15.4696
2025-12,BANCOM,Préstamos,10.3833
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,3.0395
2025-12,B. Pichincha,Préstamos,17.7329
2025-12,B. Interamericano de Finanzas,Préstamos,9.2511
2025-12,Scotiabank Perú,Préstamos,19.877
2025-12,Citibank,Préstamos,0.0
2025-12,Interbank,Préstamos,12.1224
2025-12,Mibanco,Préstamos,1.5553
2025-12,B. GNB,Préstamos,46.8912
2025-12,B. Falabella Perú,Préstamos,0.0
2025-12,B. Santander Perú,Préstamos,22.1698
2025-12,Alfin Banco,Préstamos,7.0086
2025-12,BANCOM,Factoring,0.0
2025-12,B. Interamericano de Finanzas,Factoring,0.0
2025-12,Scotiabank Perú,Factoring,0.0
2025-12,Citibank,Factoring,0.0
2025-12,Interbank,Factoring,0.0
2025-12,B. Santander Perú,Factoring,0.0
2025-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,21.5766
2025-12,BANCOM,Arrendamiento financiero y Lease-back,2.9191
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.2771
2025-12,B. Pichincha,Arrendamiento financiero y Lease-back,99.1712
2025-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,2.2441
2025-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,8.5569
2025-12,Interbank,Arrendamiento financiero y Lease-back,17.827
2025-12,B. GNB,Arrendamiento financiero y Lease-back,18.0751
2025-12,B. Santander Perú,Arrendamiento financiero y Lease-back,62.4142
2025-12,B. ICBC,Arrendamiento financiero y Lease-back,0.0
2025-12,B. BBVA Perú,Comercio exterior,1.4586
2025-12,BANCOM,Comercio exterior,8.8853
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,1.2635
2025-12,B. Pichincha,Comercio exterior,5.0827
2025-12,B. Interamericano de Finanzas,Comercio exterior,2.4496
2025-12,Scotiabank Perú,Comercio exterior,11.101
2025-12,Citibank,Comercio exterior,0.0
2025-12,Interbank,Comercio exterior,0.6138
2025-12,B. GNB,Comercio exterior,10.3051
2025-12,B. Santander Perú,Comercio exterior,23.9798
2025-12,B. BBVA Perú,Otros 1/,35.8136
2025-12,BANCOM,Otros 1/,96.8323
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,3.873
2025-12,B. Pichincha,Otros 1/,20.5119
2025-12,B. Interamericano de Finanzas,Otros 1/,13.2419
2025-12,Scotiabank Perú,Otros 1/,83.0023
2025-12,Interbank,Otros 1/,2.3697
2025-12,B. GNB,Otros 1/,55.8412
2025-12,B. Santander Perú,Otros 1/,48.575
2025-12,B. BBVA Perú,Créditos pequeñas empresas,5.6877
2025-12,BANCOM,Créditos pequeñas empresas,29.6172
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos pequeñas empresas,12.0607
2025-12,B. Pichincha,Créditos pequeñas empresas,63.9689
2025-12,B. Interamericano de Finanzas,Créditos pequeñas empresas,33.6752
2025-12,Scotiabank Perú,Créditos pequeñas empresas,12.7297
2025-12,Citibank,Créditos pequeñas empresas,0.0
2025-12,Interbank,Créditos pequeñas empresas,3.627
2025-12,Mibanco,Créditos pequeñas empresas,4.5493
2025-12,B. GNB,Créditos pequeñas empresas,14.1328
2025-12,B. Falabella Perú,Créditos pequeñas empresas,31.2808
2025-12,B. Santander Perú,Créditos pequeñas empresas,50.6651
2025-12,Alfin Banco,Créditos pequeñas empresas,4.2438
2025-12,Compartamos Banco,Créditos pequeñas empresas,5.7564
2025-12,Santander Consumer Bank,Créditos pequeñas empresas,24.562
2025-12,B. BBVA Perú,Tarjetas de crédito,12.6594
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,80.6057
2025-12,B. Pichincha,Tarjetas de crédito,14.1173
2025-12,B. Interamericano de Finanzas,Tarjetas de crédito,36.4272
2025-12,Scotiabank Perú,Tarjetas de crédito,8.5704
2025-12,Citibank,Tarjetas de crédito,0.0
2025-12,Interbank,Tarjetas de crédito,0.0
2025-12,B. BBVA Perú,Descuentos,2.3621
2025-12,BANCOM,Descuentos,100.0
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,3.1801
2025-12,B. Pichincha,Descuentos,99.8892
2025-12,B. Interamericano de Finanzas,Descuentos,22.9614
2025-12,Scotiabank Perú,Descuentos,5.3324
2025-12,Interbank,Descuentos,0.4522
2025-12,B. BBVA Perú,Préstamos,5.3895
2025-12,BANCOM,Préstamos,23.0313
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,11.6975
2025-12,B. Pichincha,Préstamos,52.5693
2025-12,B. Interamericano de Finanzas,Préstamos,31.0206
2025-12,Scotiabank Perú,Préstamos,12.1222
2025-12,Interbank,Préstamos,3.8096
2025-12,Mibanco,Préstamos,4.5493
2025-12,B. GNB,Préstamos,12.7545
2025-12,B. Falabella Perú,Préstamos,31.2808
2025-12,B. Santander Perú,Préstamos,49.6825
2025-12,Alfin Banco,Préstamos,4.2438
2025-12,Compartamos Banco,Préstamos,5.7564
2025-12,Santander Consumer Bank,Préstamos,24.562
2025-12,BANCOM,Factoring,0.0
2025-12,B. Pichincha,Factoring,100.0
2025-12,B. Interamericano de Finanzas,Factoring,0.0
2025-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,13.3966
2025-12,BANCOM,Arrendamiento financiero y Lease-back,49.0823
2025-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,45.6149
2025-12,B. Pichincha,Arrendamiento financiero y Lease-back,71.9098
2025-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,43.6524
